Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Weber, Akilah",5000,2023-08-22,Wells Fargo Foundation,Charlotte,NC,San Diego Food Bank,San Diego,CA,AD 79 Annual Turkey Giveaway Legislative event,9/6/2023,Legislative
"Weber, Akilah",5000,2023-01-13,Southwest Mountain States Carpenters,Los Angeles,CA,San Diego Food Bank,San Diego,CA,Turkey giveaway and health fair,9/7/2023,Legislative
"Weber, Akilah",21631,2023-07-09,Sea World Parks and Entertainment,San Diego,CA,AD 79 Perfect Attendance Event,San Diego,CA,District event to recognize students with exemplary school attendance. ,7/18/2023,Legislative
"Weber, Akilah",26352,2023-11-11,San Diego Food Bank,San Diego,CA,Annual Turkey Giveaway and Health Fair,La Mesa,CA,Annual Turkey Giveaway District Event,12/6/2023,Legislative
"Weber, Akilah",7500,2023-11-10,PhRMA,Washington,DC,San Diego Food Bank,San Diego,CA,Annual Turkey Giveaway District Event,12/5/2023,Legislative
"Weber, Akilah",14526,2023-07-29,National Sorority of Phi Delta Kappa Inc.,Spring Valley,CA,AD-79 Annual Backpack Giveaway/Family Resource Fair,El Cajon,CA,AD-79 Annual Backpack Giveaway and Family Resource Fair.,9/6/2023,Legislative
"Weber, Akilah",4000,2023-07-29,National Sorority of Phi Delta Kappa Inc.,Spring Valley,CA,AD-79 Annual Back to School Event,El Cajon,CA,AD-79 Annual Back to School event,8/12/2023,Legislative
"Weber, Akilah",5000,2023-08-03,Instacart,San Francisco,CA,San Diego Food Bank,San Diego,CA,AD 79 Annual Turkey Giveaway Legislative event,9/6/2023,Legislative
"Weber, Akilah",4000,2023-08-07,Davita,Federal Way,WA,"National Sorority of Phi Delta Kappa, Delta Upsilon Chapt",San Diego,CA,Annual Backpack giveaway district event,9/7/2023,Legislative
"Weber, Akilah",4000,2023-07-07,Davita,Federal Way,WA,"National Sorority of Phil Delta Kappa, Inc.",Spring Valley,CA,Donation in support of AD-79 Back to School event.,7/18/2023,Legislative
"Weber, Akilah",5000,2023-06-16,Cox Communications,Atlanta,GA,AD 79 Perfect Attendance Event,San Diego,CA,District event to recognize students with exemplary school attendance.,7/27/2023,Legislative
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Drew Redwine,Lemon Grove,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",80,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,SharDacia Russell,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jordyn Gresham,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sabian Houston,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Wesley Epps,La Mesa,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Aamir Denham,La Mesa,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sabian Houston,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Karrington Cummings,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Faith Mitchell,Spring Valley,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Chukwuebuka Alozie,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Joshua Rhone,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Lauren White,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Chukwuebuka Alozie,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",80,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Faith Mitchell,Spring Valley,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1360,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jordyn Gresham,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,SharDacia Russell,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Aamir Denham,La Mesa,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",80,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Lauren White,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Wesley Epps,La Mesa,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",3500,2023-08-14,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Karrington Cummings,San Diego,CA,Scholarship,9/14/2023,Charitable
"Weber, Akilah",1000,2023-09-29,Barona Band of Mission Indians,Lakeside,CA,San Diego Food Bank,San Diego,CA,AD 79 Annual Turkey Giveaway Legislative event,10/4/2023,Legislative
"Weber, Akilah",5000,2023-08-01,Barona Band of Mission Indians,Lakeside,CA,Encanto Elementary School,San Diego,CA,Education grant,8/23/2023,Charitable
"Weber, Akilah",4727,2023-08-30,Automobile Club of Southern California,Costa Mesa,CA,AD 79 Turkey Giveaway,La Mesa,CA,Annual Turkey Giveaway District Event,9/5/2023,Legislative
"Weber, Akilah",2000,2023-07-28,Automobile Club of Southern California,Costa Mesa,CA,San Diego Food Bank,San Diego,CA,Annual Turkey Giveaway District Event,9/5/2023,Legislative
"Ward, Christopher",5000,2023-09-24,California LGBTQ Foundation,Sacramento,CA,Simone Scano,San Diego,CA,Scholarship,10/4/2023,Charitable
"Ward, Christopher",5000,2023-09-27,Barona Band of Mission Indians,Lakeside,CA,Normal Heights Elementary,San Diego,CA,Barona Education Grant,9/29/2023,Charitable
"Wicks, Buffy",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Marisela Tanori,Richmond,CA,Recipient of Minerva Scholarhship award,8/15/2023,Charitable
"Wicks, Buffy",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Alishba Sardar,Berkeley,CA,Recipient of Minerva Scholarship award,8/15/2023,Charitable
"Wood, Jim",29262,2023-04-10,VSP Vision,Rancho Cordova,CA,VSP Vision,Ukiah,CA,"Mobile Clinic examinations, corrective lenses and eyewear, certificates for constituents with no access to vision health care benefits",5/18/2023,Charitable
"Wood, Jim",29260,2023-04-10,VSP Vision,Rancho Cordova,CA,AD 2 Eyecare Clinic,Eureka,CA,Eye clinic for constituents with no access to vision health care benefits,5/18/2023,Charitable
"Wood, Jim",20790,2023-04-14,VSP Vision,Rancho Cordova,CA,AD 2 Eyecare Clinic,Ukiah,CA,Eye clinic for constituents with no access to vision health care benefits,5/18/2023,Charitable
"Wood, Jim",23100,2023-04-11,VSP Vision,Rancho Cordova,CA,AD 2 Eyecare Clinic,Eureka,CA,Eye clinic for constituents with no access to vision health care benefits,5/18/2023,Charitable
"Wilson, Lori",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Crystal Swan,Vallejo,CA,Academic scholarship,8/11/2023,Charitable
"Wilson, Lori",3000,2023-07-28,Women in California Leadership,Sacramento,CA,Estella Wittstruck,Oakley,CA,Academic scholarship,8/11/2023,Charitable
"Wilson, Lori",4000,2023-09-01,Women in California Leadership,Sacramento,CA,Friends of the Solano Commission for Women and Girls,Rio Vista,CA,Grant for a nonprofit organization,9/5/2023,Charitable
"Wilson, Lori",1000,2023-09-01,Women in California Leadership,Sacramento,CA,Soroptimist International of the Delta,Brentwood,CA,Grant for a nonprofit organization,9/5/2023,Charitable
"Wilson, Lori",15000,2023-11-27,Western States Petroleum Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/12/2023,Charitable
"Wilson, Lori",60000,2023-10-05,"West Coast University, Inc.",Irvine,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",55000,2023-09-18,Viejas Band of Kumeyaay Indians,Alpine,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",20000,2023-08-02,Verizon,Andover,MA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Wilson, Lori",1000,2023-11-18,Valero,Benicia,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",7500,2023-08-18,USAA,San Antonio,TX,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/23/2023,Charitable
"Wilson, Lori",35000,2023-09-12,United Domestic Workers of America Action Fund Issues PAC,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/21/2023,Charitable
"Wilson, Lori",20000,2023-10-16,Turo Inc.,San Francisco,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",35000,2023-10-10,Sysco Corporation,Houston,TX,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/15/2023,Charitable
"Wilson, Lori",35000,2023-06-29,Sutter Health,Roseville,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,7/6/2023,Charitable
"Wilson, Lori",35000,2023-06-29,Sutter Health,Roseville,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,7/13/2023,Charitable
"Wilson, Lori",65000,2023-03-14,Southern California Edison,Rosemead,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/21/2023,Charitable
"Wilson, Lori",4000,2023-11-18,SoCalGas California Community Foundation,Monterey Park,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",20000,2023-04-03,Shlomo Y. Rechnitz,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,4/24/2023,Charitable
"Wilson, Lori",5000,2023-01-13,Sheet Metal Workers' International Association Local 104,Livermore,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/26/2023,Charitable
"Wilson, Lori",27500,2023-01-27,Sempra Energy,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/8/2023,Charitable
"Wilson, Lori",5000,2023-01-27,Sempra Energy,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/8/2023,Charitable
"Wilson, Lori",20000,2023-10-04,SEIU United Health Care Workers - West,Oakland,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",55000,2023-09-13,SEIU Local 2015 Issues PAC,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/21/2023,Charitable
"Wilson, Lori",35000,2023-08-29,San Manuel Band of Mission Indians,Highland,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/8/2023,Charitable
"Wilson, Lori",27500,2023-02-07,San Diego Gas and Electric,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/27/2023,Charitable
"Wilson, Lori",5000,2023-02-07,San Diego Gas and Electric,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/27/2023,Charitable
"Wilson, Lori",8500,2023-08-01,Recording Industry Assoc. of America CA PAC,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Wilson, Lori",35000,2023-08-07,PhRMA,Washington,DC,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/16/2023,Charitable
"Wilson, Lori",5000,2023-11-18,PhRMA,"Washington, DC",DC,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",70000,2023-07-10,Pacific Gas and Electric Company,San Francisco,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/29/2023,Charitable
"Wilson, Lori",20000,2023-04-12,"Oportun, Inc.",San Carlos,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,4/24/2023,Charitable
"Wilson, Lori",20000,2023-10-24,NRG Energy Inc.,Princeton,NJ,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",75000,2023-03-21,Novo Nordisk Inc.,Plainsboro,NJ,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/27/2023,Charitable
"Wilson, Lori",1000,2023-11-18,Miller Cespedes,Sacramento,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",20000,2023-05-12,Microsoft,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/1/2023,Charitable
"Wilson, Lori",55000,2023-01-09,"Meta Platforms, Inc.",Menlo Park,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/11/2023,Charitable
"Wilson, Lori",35000,2023-12-08,Merck Sharp and Dohme LLC,Rahway,NJ,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/19/2023,Charitable
"Wilson, Lori",20000,2023-10-04,McGuire Woods LLP,Richmond,VA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",35000,2023-10-20,McDonald's,Chicago,IL,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",15000,2023-12-29,Macy's/Bloomingdale's,Mason,OH,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/4/2024,Charitable
"Wilson, Lori",20000,2023-10-04,Live Nation,Houston,TX,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",20000,2023-08-30,Liberty Mutual Insurance,Dover,NH,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/8/2023,Charitable
"Wilson, Lori",35000,2023-05-18,"Juul Labs, Inc.",Washington,DC,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/1/2023,Charitable
"Wilson, Lori",20000,2023-11-02,JPM Chase Foundation,New York,NY,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",35000,2023-11-08,Intuit,Mountain View,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",81550,2023-08-03,HP Inc.,Palo Alto,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,scholarships,9/5/2023,Governmental
"Wilson, Lori",65000,2023-10-04,Highlands Community Charter & Technical Schools,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",3000,2023-11-18,HealthNet/Centene,Sacramento,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",20000,2023-02-23,Harbor Distributing LLC,Huntington Beach,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/2/2023,Charitable
"Wilson, Lori",50000,2023-12-12,Guardant Health,Redwood,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/19/2023,Charitable
"Wilson, Lori",5000,2023-12-21,"Gilead Sciences, Inc.",Raleigh,NC,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/4/2024,Charitable
"Wilson, Lori",20000,2023-09-14,Geico,Washington,DC,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/21/2023,Charitable
"Wilson, Lori",20000,2023-05-04,Fox Corp,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/1/2023,Charitable
"Wilson, Lori",48556,2023-11-18,Food is.Free Bay Area,Benicia,CA,AD-11 Operation Gobble Turkey Drive,Vallejo,CA,AD-11 Operation Gobble Turkey Drive,12/19/2023,Legislative
"Wilson, Lori",15000,2023-01-09,"Door Dash, Inc.",San Francisco,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/26/2023,Charitable
"Wilson, Lori",2500,2023-11-18,DaVita,Federal Way,WA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",65000,2023-10-24,DaVita,Federal Way,WA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",20000,2023-11-28,Dart Container Corp.,Mason,MI,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/19/2023,Charitable
"Wilson, Lori",20000,2023-08-02,Cybergrants,Andover,MA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/29/2023,Charitable
"Wilson, Lori",20000,2023-04-25,"CVS Pharmacy, Inc.",Woonsocket,RI,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,5/8/2023,Charitable
"Wilson, Lori",50000,2023-08-23,Chevron Products Company,San Ramon,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/29/2023,Charitable
"Wilson, Lori",5000,2023-11-18,Chevron,San Ramon,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",20000,2023-06-06,Charter Communications,St. Louis,MO,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/13/2023,Charitable
"Wilson, Lori",35000,2023-02-27,Centene Management Company LLC,St. Louis,MO,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding ,3/2/2023,Charitable
"Wilson, Lori",50000,2023-09-01,California Teachers Association,Burlington,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/8/2023,Charitable
"Wilson, Lori",35000,2023-08-22,California State Council of Laborers Issues PAC,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/8/2023,Charitable
"Wilson, Lori",20000,2023-09-21,California Real Estate PAC - All Purpose Account,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",35000,2023-08-07,California Planned Parenthood Education Fund,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/16/2023,Charitable
"Wilson, Lori",5000,2023-11-18,California Operators Association,Sacramento,CA,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,12/19/2023,Charitable
"Wilson, Lori",10000,2023-10-26,California Nurses Association Political Action Committee,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",25000,2023-03-10,California Nurse Association Political Action Committee,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/21/2023,Charitable
"Wilson, Lori",20000,2023-03-28,California New Car Dealers Association PAC,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,4/24/2023,Charitable
"Wilson, Lori",5000,2023-01-17,California Medical Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/26/2023,Charitable
"Wilson, Lori",50000,2023-10-20,California Life Sciences Association,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",37500,2023-11-21,California Life Sciences Association,San Diego,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,12/12/2023,Charitable
"Wilson, Lori",10000,2023-09-29,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Food is Free Solano,Benicia,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",10000,2023-03-10,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Respect My Crown LLC,Los Angeles,CA,Charitable Funding for film production,3/21/2023,Charitable
"Wilson, Lori",5000,2023-06-06,California Legislative Black Caucus Policy Institute,Los Angeles,CA,California Legislative Black Staff Association,Sacramento,CA,Charitable Funding,6/13/2023,Charitable
"Wilson, Lori",5000,2023-06-06,California Legislative Black Caucus Policy Institute,Los Angeles,CA,California Legislative Black Staff Association,Sacramento,CA,Charitable Funding,6/9/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sterling Henderson,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Makia Smith,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jonathan Hargraves,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Kennedy Plummer,Benicia,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Hailey Fox,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Sterling Henderson,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Kennedy Plummer,Benicia,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Jonathan Hargraves,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Hailey Fox,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Gabriel Harris,American Canyon,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",3500,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Makia Smith,Vallejo,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",1014,2023-08-22,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Gabriel Harris,American Canyon,CA,Scholarship,9/11/2023,Charitable
"Wilson, Lori",20000,2023-08-29,"California Hotel & Lodging Association, California Association of Boutique & Breakfast Inns",Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/8/2023,Charitable
"Wilson, Lori",20000,2023-10-13,California Healthcare Alliance for Medicine and Patients,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/15/2023,Charitable
"Wilson, Lori",20000,2023-09-25,California Fire Foundation,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",20000,2023-10-12,California Fair Plan Association,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/15/2023,Charitable
"Wilson, Lori",35000,2023-07-11,California Faculty Association Political Issues Committee,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,7/18/2023,Charitable
"Wilson, Lori",65000,2023-03-21,California Faculty Association Political Issues Committee,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/28/2023,Charitable
"Wilson, Lori",65000,2023-03-10,California Correctional Peace Officers Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/21/2023,Charitable
"Wilson, Lori",20000,2023-10-10,California Charter Schools Asso.,Los Angeles,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/15/2023,Charitable
"Wilson, Lori",40000,2023-09-12,California Cable & Telecommunications Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/21/2023,Charitable
"Wilson, Lori",5000,2023-01-09,California Cable & Telecommunications Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/26/2023,Charitable
"Wilson, Lori",35000,2023-10-20,California Building Industry Asso. PAC All Purpose Account,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",5000,2023-12-19,California Broadband & Video Association,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/8/2024,Charitable
"Wilson, Lori",20000,2023-10-20,California Beer and Beverage Distributors State Issues,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/8/2023,Charitable
"Wilson, Lori",20000,2023-10-02,California Association of Hospitals and Health Systems,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,10/20/2023,Charitable
"Wilson, Lori",20000,2023-12-19,California Apartment Association PAC,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,1/8/2024,Charitable
"Wilson, Lori",20000,2023-07-18,California Academy of Family Physicians PAC,San Francisco,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Wilson, Lori",20000,2023-01-30,CalChamber,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,2/27/2023,Charitable
"Wilson, Lori",20000,2023-09-12,CA CU League,Ontario,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,9/21/2023,Charitable
"Wilson, Lori",30000,2023-03-08,AT&T,Sacramento,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,3/21/2023,Charitable
"Wilson, Lori",20000,2023-05-25,Association of California School Administrators Issues PAC,Burlingame,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,6/1/2023,Charitable
"Wilson, Lori",15000,2023-07-26,Association of California School Administrators Issues PAC,Burlingame,CA,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/11/2023,Charitable
"Wilson, Lori",45000,2023-11-15,Anheuser-Busch Foundation,St. Louis,MO,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,11/22/2023,Charitable
"Wilson, Lori",1125,2023-11-18,Anheuser Busch,St. Louis,MO,Food is Free Bay Area,Benicia,CA,Funds used to support AD-11 Operation Gobble Event,2/29/2024,Charitable
"Wilson, Lori",15000,2023-08-07,Anheuser Busch,St. Louis,MO,California Legislative Black Caucus Policy Institute,Los Angeles,CA,Charitable Funding,8/16/2023,Charitable
